begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
140903,140945,"         
            LEONARD.",Was ist denn das? – Sind Sie denn nicht? –,"ADELE
            Leonarden mi",10,"transfer(leonard, audience, transfer(""Dame im Wald"", identjty(""Jungfer"", adele)), uncertain)",false
119301,119381,erbirgt sich hinter der Laube.,Victor führt den Schlender an der Hand herein. Letzterer ist als Dame verkleidet,",
              hat einen Schl",11,"transfer(flora, audience, identity(schlender, ""Dame""))",false
9017,9055,"ort ist die
              Tat!",ich reise als Flötenspieler zur Gräfin,", noch in dieser Stunde. Heili",12,"transfer(fleder, audience, identity(fleder, ""Flötenspieler""))",false
127114,127135,"     zu Fleders Füßen sinkend.",Der selige Schlender!,"FLEDER.
            Ha, absche",13,"transfer(schlender, fleder, identity(adele, schlender))",false
38973,39031,"sind, für die Gräfin ausgeben,","sie selbst will unterdes
              die Jungfer spielen",".
          
          
      ",14,"transfer(flora, [audience, victor], identity(adele, ""Jungfer""))",false
38281,38347,"iegenheit der Gräfin Jolanthe,",und die versiegelte es noch einmal und schickte es an unsre Gräfin,".
          
          
      ",15,"knowledge(adele, identity(fleder, ""Flötenspieler""))",false
144392,144397,"            zögernd und leise.",Ja! –,"LEONARD
            rasch aufs",16,"transfer(adele, [audience, leonard, flora], engaged(adele, leonard))",false
139782,140053," vor der Gräfin niederknieend.","Ach! Einer, der gern Federhut, Schwert, Schnurrbart
              Und alle Manneswürde jetzt dahingäb
              Um einen einz'gen Weiberrock – ein Mutwill,
              Der seinen Willen eben hart gebüßt,
              Weil er den Mut dazu nicht konnt erschwingen. –","LEONARD
            sich vor d",17,"transfer(flora, leonard, identity(""Ritter"", ""Dame im Wald""))",false
143380,143450,"          Leonarden bemerkend.","Ein Wörtchen nur mit jenem Herren dort –
              Graf Leonard! –","ADELE
            die sich bei",18,"transfer(fleder, [adele, flora], identity(""Schauspieler"", leonard))",false
6758,6892,", wieder ganz auf seine Weise:","er will nämlich –
              denken Sie nur! – unerkannt, als reisender Schauspieler das Schloß der Gräfin
              besuchen!«",O irregeleiteter Jüngling! o a,19,"transfer(fleder, audience, transfer(""Präsident"", fleder, identity(leonard, ""Schauspieler"")))",false
37832,37871,"n, als reisender Schauspieler,",und der Hofrat Fleder als Flötenspieler,".
          
          
      ",20,"transfer(flora, victor, identity(fleder, ""Flötenspieler""))",false
432,456,"Gärtner, im Dienste der Gräfin","Marie, Friedmanns Nichte","Knoll, ein Weinschenk
        ",21,"transfer(""Figurentafel"", audience, niece:nephew_of(marie, friedmann))",false
38181,38348,"
          
            FLORA.","Der Präsident vertraute es unter dem Siegel der Verschwiegenheit der Gräfin Jolanthe,
              und die versiegelte es noch einmal und schickte es an unsre Gräfin.","VICTOR.
            Und was sa",22,"knowledge(adele, identity(leonard, ""Schauspieler""))",false
38895,39032,r ihre besten Kleider anziehen,"und
              mich, solange die Gäste hier sind, für die Gräfin ausgeben, sie selbst will unterdes
              die Jungfer spielen.","VICTOR.
            O vortreff",23,"transfer(flora, [audience, victor], identity(flora, ""Adele""))",false
