begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
541,561,", Stiefschwester der Eustache.","Agnes, ihre Tochter.","Jeronimus von Schroffenstein, ",18,"transfer(""Figurentafel"", audience, child_of(agnes, getrude))",false
183785,183847,Weg selbst zur Versöhnung dir.,"Die Kinder lieben sich, ich habe sichre
              Beweise.","–
            
          
    ",19,"transfer(eustache, rupert, lovers(ottokar, agnes))",false
123641,123700,"
          
            AGNES.","Ganz deine, in der grenzenlosesten
              Bedeutung.","OTTOKAR.
            
        ",20,"transfer(agnes, [ottokar, audience], in_love_with(agnes, ottokar))",false
310,343,".
          Ottokar, ihr Sohn.","Johann, Ruperts natürlicher Sohn.","Sylvius, Graf von Schroffenste",21,"transfer(""Figurentafel"", audience, child_of(johann, rupert))",false
47897,47919,"ter nun,
              Als sie",den neugebornen Knaben,"tot
              Erblickte, d",22,"transfer(sylvester, audience, child_of(CHILD[EUSTACHE], eustache)) ",false
4441,4463,"       RUPERT.
            Und",Mutter auch des Toten.,"EUSTACHE.
            O Gott! ",23,"transfer(rupert, audience, child_of(CHILD[EUSTACHE], eustache))",false
281,299,"     Eustache, seine Gemahlin.","Ottokar, ihr Sohn.","Johann, Ruperts natürlicher So",24,"transfer(""Figurentafel"", audience, child_of(ottokar, rupert))",false
502,530,"Gertrude, Sylvesters Gemahlin,",Stiefschwester der Eustache.,"Agnes, ihre Tochter.
         ",25,"transfer(""Figurentafel"", audience, stepsiblings(gertrude, eustache))",false
116506,116541,"         
            OTTOKAR.","Ich weiß, daß er dich heftig liebt.","–
          
          
      ",26,"transfer(ottokar, agnes, in_love_with(johann, agnes))",false
234093,234301,"            der vor ihr steht.","Wer würde glauben, daß der grobe Mantel
              So Zartes deckte, als ein Mädchenleib!
              Drück ich dir noch den Helm auf deine Locken,
              Mach ich auch Weiber mir zu Nebenbuhlern.","BARNABE
            kommt zurü",27,"transfer(""Verkleidung"", [audience, barnabe, ottokar], identity(agnes, COSTUME[OTTOKAR]))",false
7579,7589,"o, meinst du, soll ich warten,",Peters Tod,"Nicht rächen, bis ich Ottokars",28,"transfer(rupert, audience, has_name(CHILD[EUSTACHE], ""Peter""))",false
154154,154192,"    JERONIMUS.
            Ei,",daß sie sich so treu wie Engel lieben.,"EUSTACHE.
            Wie? Du ",29,"transfer(jeronimus, eustache, transfer(johann, jeronimus, lovers(ottokar, agnes)))",false
251499,251523," 
              Lustig, Alter!",Sie ist's! 's ist Agnes!,"SYLVESTER
            bedeckt ",30,"transfer(johann, [sylvius, sylvester, rupert, gertrude, eustache], identity(COSTUME[OTTOKAR], agnes))",false
121287,121330,"
          
            AGNES.","Wahrhaftig? Nun ich weiß auch, wer du bist!","OTTOKAR.
            Nun?
    ",31,"transfer(agnes, [ottokar, audience], knowledge(identity(LOVER[AGNES], ottokar)))",false
40797,40860,"          Wie du nur sprichst!","Sie haben dir den Enkel,
              Den Bruder mir vergiftet",", und das sollen
             ",32,"transfer(agnes, audience, siblings(agnes, ""Phillipp""))",false
421,460,"nstein, aus dem Hause Warwand.","Sylvester, sein Sohn, regierender Graf.","Gertrude, Sylvesters Gemahlin,",33,"transfer(""Figurentafel"", audience, child_of(sylvester, sylvius))",false
75041,75079,"te dein Gemüt so häßlich sein,","Da du doch Agnes, Agnes lieben kannst!","JOHANN.
            
         ",34,"transfer(agnes, [johann, audience] !in_love_with(agnes, johann))",false
114556,114630," Stirn, die Brust, und sprach:","Weil du ein Ebenbild der Mutter Gottes,
              Maria tauf ich dich.","Agnes wendet sich bewegt.
    ",35,"transfer(ottokar, audience, has_name(agnes, ""Maria""))",false
92169,92184,"
          
            AGNES.","Fort, Ungeheuer",", bist du nicht aus Rossitz?
 ",36,"transfer(agnes, [johann, audience], !in_love_with(agnes, johann))",false
