begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
165023,165126,Sechste Szene,Sechste Szene,-1,-1,müssen mehr Bestätigung haben.,"Du weißt, daß du ihm einmal im Rausch erzählt hast, daß              du in deine Kusine verliebt wärst","; siehst du, das hat die maliz",19,"transfer(paetus, [audience, fritz], transfer(fritz, seiffenblase, in_love_with(fritz, gustchen)))",false
25754,25775,Sechste Szene,Sechste Szene,-1,-1,"                     FRITZ.","Ich, gnädigster Papa?",GEHEIMER RAT.            Ich?,20,"transfer(fritz, audience, child_of(fritz, geheimer_rat))",false
92080,92099,Zweite Szene,Zweite Szene,-1,-1,"   LÄUFFER.            Mein –",Ich heiße – Mandel.,WENZESLAUS.            Herr M,21,"transfer(laeuffer, wenzeslaus, has_name(laeuffer, ""Mandel""))",false
204296,204323,Letzte Szene,Letzte Szene,-1,-1,"             DER ALTE PÄTUS.",Was denn? Du auch verliebt?,Mit Freuden erlaub ich dir all,22,"transfer(paetus, [der_alte_paetus, geheimer_rat, major], in_love_with(paetus, LOVER[PAETUS]))",false
751,766,Personen.,Personen.,-1,-1,"he, alte Frau.          Lise.",Der alte Pätus.,"Der alte Läuffer, Stadtpredige",23,"transfer(""Figurentafel"", audience, parent_of(der_alte_paetus, paetus))",false
2700,2711,Zweite Szene,Zweite Szene,-1,-1,nur zu artig. Aber was soll er,deinen Sohn,"lehren?                    ",24,"transfer(geheimer_rat, audience, child_of(CHILD[MAJOR], major))",false
12001,12067,Dritte Szene,Dritte Szene,-1,-1,"h habe nicht  darnach gefragt,","ja doch,              ich glaub es fast: er heißt ja auch Läuffer",; nun denn ist er freilich noc,25,"transfer(majorin, graf_wermuth, parent_of(pastor, laeuffer), suspicion))",false
88051,88090,Erste Szene,Erste Szene,-1,-1,"                    MAJORIN.",Deine Dochter – Der Hofmeister. – Lauf!,"Fällt in Ohnmacht.          ",26,"transfer(majorin, [major, geheimer_rat], lovers(laeuffer, gustchen), suspicion)",false
13360,13421,Vierte Szene,Vierte Szene,-1,-1,ieht er das Maul schon wieder.,"Bist empfindlich, wenn dir              dein Vater was sagt?","Wer soll dir's denn sagen? Du ",27,"Bist empfindlich, wenn dir
              dein Vater was sagt?",false
146524,146575,Erste Szene,Erste Szene,-1,-1,"              vor den Spiegel.",Wie? dies wären nicht meine Züge? Fällt in Ohnmacht,;                das Kind fän,28,"transfer(laeuffer, audience, parent_of(laeuffer, CHILD(PARENT)), suspicion)",false
199081,199190,Letzte Szene,Letzte Szene,-1,-1,Pätus hat's mir verschafft – –,"Seine Mutter war das alte blinde Weib, die              Bettlerin, von der uns Gustchen so viel erzählt hat.",DER ALTE PÄTUS.            Un,29,"transfer(major, [geheimer_rat , audience], parent_of(marthe, der_alte_paetus))",false
119210,119243,Zweite Szene,Zweite Szene,-1,-1,sen treibt mich fort von hier.,Ich hab einen              Vater,", der mich mehr liebt als sein",30,"transfer(gustchen, marthe, parent_of(PARENT(GUTSCHEN), gustchen))",false
204652,204688,Letzte Szene,Letzte Szene,-1,-1,üßt's und trägt's zu Gustchen.,Dies Kind ist jetzt auch das meinige,; ein trauriges Pfand der Schw,31,"transfer(fritz, [geheimer_rat, major, gustchen, paetus, der_alte_paetus, audience], fosterparent_of(laeuffer, CHILD(PARENT)))",false
117857,117890,Zweite Szene,Zweite Szene,-1,-1,"                     MARTHE.","Aber wo wollt Ihr denn hin, Grete",", daß Gott erbarm! da Ihr noch",32,"transfer(marthe, audience, has_name(gustchen, ""Grete""))",false
190118,190237,Zehnte Szene,Zehnte Szene,-1,-1,"                    LÄUFFER.","Komm zu deinem Vater, Lise! seine Einwilligung noch und ich bin der glücklichste              Mensch auf dem Erdboden!",Eilfte Szene          Zu Inst,33,"transfer(laeuffer, audience, engaged(laeuffer, lise))",false
96052,96201,Zweite Szene,Zweite Szene,-1,-1,"                    LÄUFFER.","Es ist der Graf Wermuth, der künftige Schwiegersohn des Majors; er ist eifersüchtig              auf mich, weil das Fräulein ihn nicht leiden kann –",WENZESLAUS.            Aber w,34,"transfer(laeuffer, [wenzeslaus, audience], engaged(graf_wermuth, gustchen))",false
2802,2806,Zweite Szene,Zweite Szene,-1,-1,"R.            Ich weiß nicht,",Berg,", du tust immer solche wunderl",35,"transfer(major, geheimer_rat, has_name(geheimer_rat, ""Berg""))",false
236,259,Personen.,Personen.,-1,-1,"  Herr von Berg, Geheimer Rat.","Der Major, sein Bruder.",Die Majorin.          Gustche,36,"transfer(""Figurentafel"", audience, siblings(major, geheimer_rat))",false
202127,202214,Letzte Szene,Letzte Szene,-1,-1,werde mich unglücklich machen.,O was hab ich von einer solchen Frau              anders zu gewarten als einen Himmel?,MAJOR.            Ja wohl ein,37,"transfer(fritz, major, in_love_with(fritz, gustchen))",false
162106,162300,Sechste Szene,Sechste Szene,-1,-1," nicht wird geschrieben haben,","so werden Sie auch wohl den Unglücksfall nicht wissen              mit dem Hofmeister, welcher aus Ihres gnädigen Onkels Hause ist gejagt worden, weil er              Ihre Kusine genotzüchtigt",", worüber sie sich so zu Gemüt",38,"transfer(paetus, fritz, lovers(laeuffer, gustchen))",false
145055,145098,Erste Szene,Erste Szene,-1,-1,E.            Mühselig genug.,Die Mutter dieses Kindes war meine Leiterin,"; sie ging eines Tags aus    ",39,"transfer(marthe, laeuffer, parent_of(PARENT(CHILD), CHILD(PARENT)))",false
