begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
75848,75877,Vierter Auftritt,Vierter Auftritt,-1,-1,"   GIEBEL            vornehm.","Pamphilius, Edler von Giebel.",FLINT.            Sie sind de,12,"transfer(giebel, [audience, flint], has_name(giebel, ""Pamphilius Edler von Giebel""))",false
94910,94977,Sechster Auftritt,Sechster Auftritt,-1,-1,"                     EMERIKE",mit einem Blick auf Flint.            Ach nein! er will mich nicht,", und ich werde doch keinen An",13,"transfer(emerike, [flint, audience], !in_love_with(flint, emerike))",false
19996,20014,Dritter Auftritt,Dritter Auftritt,-1,-1," Sprache bekommen? Zu Emerike.",Das ist mein Neffe,", liebes              Kind. ",14,"transfer(gehrmann, emerike, nephew_of(august, gehrmann))",false
95075,95111,Sechster Auftritt,Sechster Auftritt,-1,-1,"                    GEHRMANN",zu Flint.            Sie liebt ihn!,"sehen Sie, sie liebt ihn, und ",15,"transfer(gehrmann, flint, in_love_with(emerike, august))",false
1759,1777,Erster Auftritt,Erster Auftritt,-1,-1,"                   GEHRMANN.",Deine Braut kommt.,"AUGUST            erstaunt. ",16,"transfer(gehrmann, [audience, august], engaged(august, FIANCEÉ[AUGUST]))",false
184164,184172,Siebenter Auftritt,Siebenter Auftritt,-1,-1,"erissen, ihre Hand ergreifend.",Er will!,EMERIKE            voll Freud,17,"transfer(flint, emerike, in_love_with(flint, emerike))",false
168985,169006,Fünfter Auftritt,Fünfter Auftritt,-1,-1,"                     AUGUST.",Nun denn – ich liebe!,GEHRMANN            erstaunt.,18,"transfer(august, gehrmann, in_love_with(august, LOVER[AUGUST]))",false
38469,38482,Fünfter Auftritt,Fünfter Auftritt,-1,-1,"                     FLINT.",Konrad Flint.,"EMERIKE.            Konrad – ",19,"transfer(flint, [audience, emerike], has_name(flint, ""Konrad Flint""))",false
153483,153540,Erster Auftritt,Erster Auftritt,-1,-1,"er ich,              Kundel –","ich begreife jetzt wohl, daß mich Herr Flint nicht liebt.",KUNIGUNDE.            Wer ist,20,"transfer(emerike, kunigunde, !in_love_with(flint, emerike))",false
184252,184269,Siebenter Auftritt,Siebenter Auftritt,-1,-1,ERIKE            voll Freude.,Und ich will auch,", und die Muhme wird gewiß auc",21,"transfer(emerike, flint, in_love_with(emerike, flint))",false
179944,179979,Sechster Auftritt,Sechster Auftritt,-1,-1," Treppe begegnet. Voll Freude.",Er                will mich nicht.,"GEHRMANN.            So?    ",22,"transfer(emerike, gehrmann, transfer(august, emerike, !in_love_with(august, emrike)))",false
180095,180123,Sechster Auftritt,Sechster Auftritt,-1,-1,"                    EMERIKE.",Und ich will ihn auch nicht!,"Ach, ich bin so voll Freude! ",23,"transfer(emerike, gehrmann, !in_love_with(emerike, august))",false
202951,203134,Vierter Auftritt,Vierter Auftritt,-1,-1,"                     AUGUST.","Nein, Albertine! ich liebe nicht nur Sie, ich liebe Ihr                Unglück. Ich setze meinen Ruhm, meinen Stolz darein, es zu theilen, zu              mildern – werden Sie mein!","ALBERTINE.            Nein – ",24,"transfer(august, [albertine, audience], in_love_with(august, albertine))",false
154780,154806,Erster Auftritt,Erster Auftritt,-1,-1,"Um nicht einen Mann zu nehmen,",den ich nicht lieben kann.,KUNIGUNDE.            Mann is,25,"transfer(emerike, kunigunde, !in_love_with(emerike, august))",false
94910,95019,Sechster Auftritt,Sechster Auftritt,-1,-1,"                     EMERIKE","mit einem Blick auf Flint.            Ach nein! er will mich nicht, und ich werde doch keinen Andern lieben.",GEHRMANN            zu Flint.,26,"transfer(emerike, [flint, audience], in_love_with(emerike, flint))",false
286,326,Personen.,Personen.,-1,-1,"mis.          Walter, Commis.","Emerike Würzig, Herrn Gehrmann's Mündel.","Kunigunde, ihre Erzieherin.  ",27,"transfer(""Figurentafel"", audience, fosterchild_of(emerike, gehrmann))",false
87936,88055,Fünfter Auftritt,Fünfter Auftritt,-1,-1,"     Hause gar nicht; – aber –","wenn Sie mit diesem Tone Emerike sagen, dann              dünkt mir, es gibt gar keinen schöneren Nahmen auf der Welt.",FLINT            ihre Hand er,28,"transfer(emerike, [flint, audience], in_love_with(emerike, flint), uncertain)",false
131738,131820,Dritter Auftritt,Dritter Auftritt,-1,-1,"ach, und tritt dann rasch vor.","Wie ist mir? So gerührt war ich nie. So schön, so anmuthsvoll, und so unglücklich!",und dennoch – dieser kindliche,29,"transfer(august, audience, in_love_with(august, albertine))",false
459,483,Personen.,Personen.,-1,-1,ing.          Madame Wölbing.,"Albertine, ihre Tochter.","Annchen, ein Kind von 8 bis 10",30,"transfer(""Figurentafel"", audience, child_of(albertine, madame_woelbing))",false
337,364,Personen.,Personen.,-1,-1,"rzig, Herrn Gehrmann's Mündel.","Kunigunde, ihre Erzieherin.",Herr von Giebel.          Hel,31,Papierkorb,false
67139,67152,Dritter Auftritt,Dritter Auftritt,-1,-1,"                     FLINT.",Konrad Flint.,JÜNGLING.            Auch der,32,"transfer(flint, juengling, has_name(flint, ""Konrad Flint""))",false
40674,40701,Fünfter Auftritt,Fünfter Auftritt,-1,-1,"   FLINT            für sich.","Flint, sey auf deiner Huth!","EMERIKE.            Habe ich ",33,"transfer(flint, audience, in_love_with(flint, emerike), uncertain)",false
