begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
159481,159549," Stolz sieh auf den Boden hin,","Du trittst deiner Väter erbe,
            Bist ein Graf von Borotin!","JAROMIR
          zusammenfahr",13,"transfer(boleslav, jaromir, child_of(jaromir, der_graf))",false
42833,42862,"  
        
          JAROMIR.","Ach, da bist du ja, du Holde!","Ich bins, Teure, zürne nicht!
",14,"knowledge(jaromir, identity(BERTHA_ÄHNLICHE, bertha))",false
97216,97229,"    
        
          BERTHA",es erkennend.,"Ha!
          Sie läßt ihr Sch",15,"transfer(""Schärpe"",[bertha, audience], identity(""Räuber"", jaromir), uncertain)",false
192,205," von Borotin
          Bertha,",seine Tochter,"Jaromir
          Boleslav
   ",16,"transfer(""Figurentafel"", audience, child_of(bertha, der_graf))",false
65349,65373," Dankt sie nur dem kühnen Mute",Ihres wackern Bräutigams,"Jaromir von Eschen hier.
     ",17,"transfer(der_graf, hauptmann, engaged(bertha, jaromir))",false
176478,176508,"
          mit dumpfer Stimme.",Ich bin deine Schwester nicht.,"JAROMIR.
          
          ",18,"transfer(FRAU-AUF-FRIEDHOF, jaromir, !identity(FRAU-AUF-FRIEDHOF, bertha))",false
118405,118446," Und gedenk! – Um Mitternacht!",Mit erhobenem Dolche ins Seitengemach ab.,"Ende des dritten Aufzuges.
   ",19,"transfer(""Nebentext"", audience, murderer_of(jaromir, der_graf), uncertain)",false
139528,139541," 
        
          BOLESLAV.","Derselbe, ja!","GRAF.
          
            T",20,"transfer(boleslav, [der_graf,guenther, hauptmann, soldat, bertha, audience], identity(CHILD[DER_GRAF], jaromir))",false
13140,13213,"Und mein Vater, für das alles,","Was er erst für mich getan,
            Konnt ich wen'ger als ihn lieben?","GRAF.
          Und ihr saht e",21,"transfer(bertha, [der_graf, audience], in_love_with(bertha, jaromir))",false
181164,181279,"    schreiend.
          Ha! –","Er taumelt zurück, wankt mit gebrochenen Knieen einige Schritte und sinkt dann an
            Berthas Sarge nieder.",Die Türe wird aufgesprengt. Gü,22,"transfer(""Nebentext"", [audience, ahnfrau_gestalt], dead(jaromir))",false
47317,47350,"  Frieden auf mich niedertaut.","Ja, du bists, du bists, Geliebte!","BERTHA.
          
           ",23,"transfer(jaromir, [audience, bertha], in_love_with(jaromir, bertha))",false
101398,101421,"ins den Mörder: Bruder nennen,",Bin der Räuber Jaromir!,"BERTHA.
          Weh mir, weh",24,"transfer(jaromir, [bertha, audience], identity(""Räuber"", jaromir))",false
43167,43178,"   Trost und Ruhe einzusaugen!",Die Gestalt,"tritt aus der Türe, die sich h",25,"transfer(""Nebentext"", audience, identity(BERTHA-ÄHNLICHE, ahnfrau_gestalt))",false
138152,138179," Bald vergaß er euch und sich,",Und er ehrt als Vater mich.,"GRAF.
          
            G",26,"transfer(boleslav, [der_graf, guenther, hauptmann, soldat, bertha, audience], fosterparent_of(boleslav, CHILD[DER_GRAF]))",false
64802,64830,"     
        
          GRAF.","Ja, es ist mein einzig Kind.","HAUPTMANN.
          
        ",27,"transfer(der_graf, hauptmann, child_of(bertha, der_graf))",false
35777,35895,"   
        
          BERTHA.","Ja, er ists, er ists, mein Vater!
            Ja, er ists, der mich gerettet,
            Ja, er ists, der teure Mann!","GRAF.
          
            Z",28,"transfer(bertha, [der_graf, audience], identity(LOVER[BERTHA], jaromir))",false
154615,154653," 
        
          BOLESLAV.","Nein, mein Sohn, nicht mehr mein Sohn.","JAROMIR.
          
          ",29,"transfer(boleslav, jaromir, !parent_of(boleslav, jaromir))",false
180176,180205,"   Deine Bertha bin ich nicht!",Bin die Ahnfrau deines Hauses,",
            Deine Mutter, Sü",30,"transfer(""Bertha"", jaromir, identity(""FRAU-AUF-FRIEDHOF"", ahnfrau_gestalt))",false
