begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
98465,98541," allein noch für Lucien übrig.","Amalie liebt Karln. Sie hat ihm bereits ihre Hand
              versprochen.","Ich habe es diesen Augenblick ",42,"transfer(lucie, [audience, betty], transfer(robert, lucie, in_love_with(amalie, karl)))",false
78708,78788,"ch. Nur noch eine kleine Zeit,","so wird sie auf ihren Gemahl,
              auf ihren Karl Southwell stolz sein.","Sagete ich nicht, daß ich Sieg",43,"transfer(karl, jakob, engaged(amalie, karl))",false
226698,226813,d meine Verzweigung zu häufen.,"Ich habe diesen Vater, der mich so
              zärtlich liebete, diese Lucie, die mir alles aufopferte, ermordet.","Rächen Sie sich,
             ",44,"transfer(karl, [amalie, robert, audience], murderer_of(karl, lucie))",false
224311,224455,"ar in
              demselben.","Lucie bemächtigte sich heimlich eines Messers! Sie stieß es in das Herz
              dieser elenden Kreatur und ebenso geschwind in das ihrige.","Sie starb unter den
          ",45,"transfer(amalie, [robert, audience], dead(lucie))",false
224311,224455,"ar in
              demselben.","Lucie bemächtigte sich heimlich eines Messers! Sie stieß es in das Herz
              dieser elenden Kreatur und ebenso geschwind in das ihrige.","Sie starb unter den
          ",46,"transfer(amalie, [robert, audience], murderer_of(lucie, lucie))",false
69929,69946," freue dich mit mir, Willhelm,",Amalie liebet ihn,".
          
          
      ",47,"transfer(robert, willhelm, in_love_with(amalie, karl))",false
6593,6652,"nd der Lucie, wenn sie liebet.","Wen könnte sie sonst
              lieben, als meinen Sohn?","ROBERT.
            Deinen Soh",48,"transfer(karl, [robert, audience], in_love_with(lucie, karl))",false
225044,225079,her der Raserei sehr nahe ist.,Er fand den toten Körper der Lucie.,"Er stürzte sich
              ",49,"transfer(jakob, [amalie, audience, robert], knowledge(karl, dead(lucie)))",false
189726,189841," recht gehofft habe. Gott! wie","süß wird mir der Tod selbst sein, wenn mein sterbendes Herz noch meine Kinder
              tugendhaft segnen kann.",Warum raube ich mir noch die v,50,"transfer(willhelm, [audience, lucie], dead(willhelm))",false
274,301,"ell.
          Karl Southwell,",Liebhaber der Lucie Woodvil,".
          Lucie Woodvil.
   ",51,"transfer(""Figurentafel"", audience, lovers(karl, lucie))",false
189150,189174,"        Sie kennen mich nicht.",Sehen Sie Ihre Mörderin!,"Sie hat ein Leben verkürzt, zu",52,"transfer(lucie, [audience, willhelm], murderer_of(lucie, willhelm))",false
6640,6651,"onst
              lieben, als",meinen Sohn,"?
          
          
      ",53,"transfer(willhelm, audience, parent_of(willhelm, karl))",false
21870,21908,k aus dem Munde seines Vaters.,Er hat eine Gemahlin für ihn bestimmt.,"Gott!
              was wird L",54,"transfer(lucie, betty, engaged(karl, FIANCÉE[KARL]))",false
106496,106623,ir nicht immer noch ein Traum?,"Habe ich nicht
              aus dem Munde des Sir Roberts selbst die Neigung seiner Tochter gegen Karln
              gehöret?","KARL.
            Ach! Lucie, ",55,"transfer(lucie, [amalie, karl, betty], transfer(robert, lucie, in_love_with(amalie, karl)))",false
74982,75033,"ie Lucien nicht wieder lieben,","daß Ihr ganzes Herz
              meiner Amalie ist",. Ihre ganze Aufführung verdie,56,"transfer(robert, karl, knowledge(willhelm, in_love_with(karl, amalie)))",false
7713,7788,ch schon bin. Ich will ihr die,unter uns verabredete Verbindung meines Sohnes mit deiner Amalie entdecken.,"Die Miene,
              mit d",57,"transfer(willhelm, audience, engaged(karl, amalie))",false
35238,35365,"
          
            LUCIE.","Geh! Bösewicht, und die Rache des Himmels und meine Flüche werden dich auf jedem
              deiner Wege zu begleiten wissen!","BETTY.
            Wahrhaftig,",58,"transfer(lucie, [karl, betty, audience], !in_love_with(lucie, karl))",false
74885,74935," Vater falsch. Hören Sie mich.","Ihr Vater weiß, daß
              Lucie Sie liebet",", er weiß, daß Sie Lucien nich",59,"transfer(robert, karl, knowledge(willhelm, in_love_with(lucie, karl)))",false
168547,169594,und von Seufzern unterbrochen.,"Er umarmte mich, seine
              Küsse waren voll von einem gewissen Feuer, sein Herz klopfete, und jedes seiner
              Glieder zitterte. Er sprach mit einer Art von Enthusiasterei von seiner Liebe gegen
              mich. Er versprach mir einen würdigern Liebhaber als Karln. Deine Ankunft unterbrach
              ihn. Wie soll meine Seele alle diese Rätsel auflösen? Sollte Torheit und Laster über
              sein Alter triumphieret haben. Sollte seine Liebe gegen mich mit seines Sohnes Liebe
              aus einerlei Quelle fließen? Sollte mich seine Hartnäckigkeit seinem Sohne bloß
              deswegen versagen, weil sie mich zu einem Opfer für sich selbst bestimmet hat? Aber
              würde er nicht sodann ein Bösewicht sein? Und seine Tugend – Doch was Tugend? Ist sie
              mehr als ein leerer Name, auch dann, wenn sie in ihrem größten Glanze schimmert?
              Bewies es nicht Lucie bei allem ihrem Stolze selbst, und sollte der elende Southwell
              weniger fähig sein, es zu beweisen?","BETTY.
            Der alte So",60,"transfer(lucie, betty, in_love_with(willhelm, lucie))",false
